year,month,z20_mean,z20_std,z20_min,z20_max,valid_pct
2023,10,26.024382864694697,22.260032065512526,5.0,77.24447209504461,72.96296296296296
2023,11,29.411233706113904,23.56005939079492,5.0,79.55863479973075,72.96296296296296
2023,12,34.703647777145264,17.035115395219236,5.0,72.15452315507602,72.96296296296296
2024,1,40.39125219167602,17.43414453258737,11.200489878875747,84.0926349014512,72.96296296296296
2024,2,42.562558219317495,16.691692061196683,13.953166407428274,85.58023739140503,72.96296296296296
2024,3,37.35221183634813,17.72283500729425,12.432305736938801,84.28230401063948,72.96296296296296
2024,4,30.81815436889398,18.300943137477276,5.0,80.09456989979411,72.96296296296296
2024,5,27.32782226100062,20.90634083222574,5.0,79.97340230238665,72.96296296296296
2024,6,26.433455440861103,22.32022629561949,5.0,78.35002926123597,72.96296296296296
2024,7,17.53197505076667,23.850805632797293,5.0,79.62628604965313,72.96296296296296
2024,8,5.0,0.0,5.0,5.0,72.96296296296296
2024,9,5.0,0.0,5.0,5.0,72.96296296296296
2024,10,5.0,0.0,5.0,5.0,72.96296296296296
2024,11,10.154703285678245,10.539990244796797,5.0,44.49669145520349,72.96296296296296
2024,12,24.883072142549686,14.032306654964993,5.0,49.97869524117576,72.96296296296296
2025,1,28.543361478895925,13.81686450492333,5.0,53.50695711515744,72.96296296296296
2025,2,26.907165281400935,13.159802092369116,7.511781653725543,51.819580524615716,72.96296296296296
2025,3,26.996876633874496,12.05592396975969,5.0,47.385842451895705,72.96296296296296
2025,4,30.665884994568923,14.960176374183714,5.0,57.07718223792342,72.96296296296296
2025,5,32.52366844868143,18.69409558685611,5.0,69.82260932923542,72.96296296296296
2025,6,31.728655946811394,21.714669909680833,5.0,77.71329535948479,72.96296296296296
2025,7,19.66089268613285,23.57918842272746,5.0,82.23628494712193,72.96296296296296
2025,8,5.501604895866746,3.513604180577272,5.0,33.10620393036325,72.96296296296296
2025,9,5.0,0.0,5.0,5.0,72.96296296296296
2025,10,5.0,0.0,5.0,5.0,72.96296296296296
2025,11,8.430109958510574,11.961021126894062,5.0,55.87832946325695,72.96296296296296
2025,12,27.560379298578496,18.565512139012508,5.0,64.83063622654936,72.96296296296296
